Doc	N	Score	Segment	
doc110	26	----	В начале октября ОЗХО получила Нобелевскую премию мира , однако , по словам Смита , времени отпраздновать это у инспекторов пока не нашлось - они были слишком заняты работой .	
doc110	26	----	In the beginning of October the OPCW received the Nobel Peace Prize, however, according to Smith, so far inspectors found no time to celebrate this - they were too busy with work.	
		----		
doc110	26	8	In early October, the OPCW was awarded the Nobel peace prize, however; according to Smith, the inspectors have not had time to celebrate yet - they were too busy with work.	s0-en
doc110	26	10	in early october , the opcw was awarded the nobel peace prize , however , according to smith , inspectors have not yet found time to celebrate - they were too busy with work .	s6-en
doc110	26	12	In early October, the OPCW was awarded the Nobel Peace Prize; however, according to Smith, inspectors have not had any time to celebrate it as they were too busy working.	s2-en
doc110	26	10	in early october , the opcw was awarded the nobel peace prize , however , according to smith , they have not found time to celebrate as they have been too busy with work.	s5-en
doc110	26	8	In early October, the OZHO was awarded the Nobel Peace Prize, however, according to Smith , he inspectors have not yet found time to celebrate this--they were too busy with work.	s3-en
doc110	26	4	in early october , the opcw was awarded the nobel peace prize , however , according to smith , it is time to celebrate the inspectors have not yet been found - they were too busy with work .	en
doc110	26	6	In early October , the OPCW was awarded the Nobel Peace Prize. According to Smith, however, at the time of the celebration the inspectors were nowhere to be found - they were too busy with work .	s1-en
doc110	26	10	In early october , the opcw was awarded the nobel peace prize . However , according to Smith , the inspectors did not have time to celebrate it - they were too busy with work .	s4-en
		----		
		----		
		----		
doc130	0	----	Джон Керри говорит в своем беспрецедентном признании , что шпионаж США « зашел неподобающе далеко »	
doc130	0	----	John Kerry says US spying has "reached too far inappropriately" in unprecedented admission	
		----		
doc130	0	6	john kerry says in his unprecedented recognition that the usa's espionage  “ went too far"	s5-en
doc130	0	4	John kerry says in his unprecedented recognition that USA espionage "went far nepodobayushche"	s0-en
doc130	0	8	John Kerry says in his unprecedented statement that US espionage “has gone too far"	s3-en
doc130	0	6	John Kerry says in an unprecedented recognition that American espionage "went too far."	s1-en
doc130	0	6	John kerry says in his unprecedented recognition that spying in USA “ has gone to far »	s4-en
doc130	0	8	John Kerry says in his unprecedented acknowledgment that American espionage “has gone too far"	s2-en
doc130	0	6	john kerry says in his unprecedented recognition that espionage usa “ went far неподобающе__nepodobayushche »	en
doc130	0	6	john kerry says in his unprecedented recognition that espionage usa “ went way too far »	s6-en
		----		
		----		
		----		
doc130	1	----	Джон Керри продемонстрировал смягчение тактики защиты программ слежения США , сделав беспрецедентное признание , что в некоторых случаях шпионаж США « зашел неподобающе далеко » .	
doc130	1	----	John Kerry has indicated a softening of the U.S's defensive stance on its surveillance programmes with an unprecedented admission that on occasions its spying has "reached too far inappropriately."	
		----		
doc130	1	8	John kerry demonstrated easing tactics to protect USA tracking programs , making an unprecedented acknowledgment that in some cases , USA spying " has gone to far . ”	s4-en
doc130	1	6	john kerry demonstrated easing tactics to protect u.s. tracking programs , making an unprecedented acknowledgment that in some cases , us spying " went far неподобающе__nepodobayushche . ”	en
doc130	1	8	John Kerry demonstrated easing of tactics to protect US tracking programs by making an unprecedented acknowledgment that in some cases. American espionage "has gone too far . ”	s2-en
doc130	1	6	John kerry demonstrated easing tactics to protect U.S. tracking programs, making an unprecedented acknowledgment that in some cases, us spying "went far nepodobayushche."	s0-en
doc130	1	8	John Kerry demonstrated easing tactics of the US surveillance programs, making an unprecedented statement that in some cases  US spying "has gone too far.”	s3-en
doc130	1	8	John Kerry promoted easing tactics to protect U.S. tracking programs, making an unprecedented acknowledgment that in some cases, U.S. spying " went too far.”	s1-en
doc130	1	8	john kerry demonstrated easing tactics to protect u.s. tracking programs , making an unprecedented acknowledgment that in some cases , u.s spying " went way too far. ”	s6-en
doc130	1	6	john kerry demonstrated easing tactics to protect u.s. tracking programs , making an unprecedented acknowledgment that in some cases , us spying " went far went too far. ”	s5-en
		----		
		----		
		----		
doc130	2	----	Госсекретарь также признал , что виновен , наряду с Бараком Обамой , в том , что был « на автопилоте » во время появления громких разоблачений Эдварда Сноудена о шпионской деятельности АНБ .	
doc130	2	----	The Secretary of State also admitted that he'd been guilty, along with Barack Obama, of being on "automatic pilot" as incendiary revelations from whistleblower Edward Snowden about the NSA's spying activities emerged.	
		----		
doc130	2	6	The secretary, along with Barack Obama, also acknowledged this mistake, that they have been “on autopilot ” since the appearance of the high-profile revelations by Edward Snowden about the espionage activities of the NSA .	s1-en
doc130	2	4	the secretary also acknowledged that the guilty , along with barack obama , who have been “ on autopilot ” during the appearance of the high-profile revelations by edward Snowden about the espionage activities in the nsa .	s6-en
doc130	2	10	The secretary also acknowledged that he was guilty, along with Barack Obama of being “on autopilot ” when Edward Snowden's high-profile disclosures of NSA espionage activities appeared.	s2-en
doc130	2	8	tThe secretary also acknowledged that he is guilty  along with barack obama , that he was “on autopilot ” during the appearance of the high-profile revelations by Edward Snouden about spying activities of the nsa .	s4-en
doc130	2	4	the secretary also acknowledged that the guilty , along with barack obama , that had been “ on autopilot ” during the appearance of the high-profile revelations made by edward snowden about the espionage activities of the nsa .	s5-en
doc130	2	4	the secretary also acknowledged that the guilty , along with barack obama , that has been “ on autopilot ” during the appearance of the high-profile revelations by edward сноудена__snoudena about the espionage activities of the nsa .	en
doc130	2	6	The Secretary also acknowledged his guilt along with Barack Obama in that he has been “on autopilot” during the appearance of the high-profile information about Edward Snowden and the NSA espionage activities.	s3-en
doc130	2	6	The secretary also acknowledged that the guilty, along with Barack Obama, has been "on autopilot" during the appearance of the high-profile revelations by Edward Snowden about the espionage activities of the NSA.	s0-en
		----		
		----		
		----		
doc130	3	----	Эти утечки информации поставили правительство США в центр дипломатического скандала со своими союзниками .	
doc130	3	----	The leaks have put the US government at the centre of a diplomatic storm with its allies.	
		----		
doc130	3	10	These leaks of information have put the US government at the center of a diplomatic scandal with its allies .	s4-en
doc130	3	10	These leaks have put the US government at the center of a diplomatic scandal with its allies.	s2-en
doc130	3	10	These leaks have put the US government at the center of a diplomatic scandal with its allies.	s0-en
doc130	3	10	These leaks have put the US government at the center of a diplomatic scandal with its allies.	s3-en
doc130	3	10	these leaks have put the us government at the center of a diplomatic scandal with its allies .	s5-en
doc130	3	10	these leaksof information have put the us government at the center of a diplomatic scandal with its allies.	s6-en
doc130	3	10	These leaks have put the US government at the center of a diplomatic scandal with its allies .	s1-en
doc130	3	10	these leaks have put the us government at the center of a diplomatic scandal with its allies .	en
		----		
		----		
		----		
doc130	4	----	Выступая по видеосвязи на открытой правительственной конференции в Лондоне , г-н Керри сказал : « Нет сомнений , что президент и я , а также другие члены правительства на самом деле восприняли некоторые происходящие вещи на автопилоте , потому что такая возможность уже существовала — и во время Второй мировой войны , и в очень трудные годы холодной войны , и , конечно , 11 сентября » .	
doc130	4	----	Speaking to an open government conference in London via video link, Mr Kerry said: "There is no question that the President and I and others in government have actually learned of some things that had been happening on an automatic pilot because the ability has been there, going back to World War Two and to the very difficult years of the Cold War, and then, of course, 9/11."	
		----		
doc130	4	6	speaking via video link on open government conference in london , mr kerry said : “ there is no doubt that the president and i , as well as other members of the government actually took some things happening on autopilot , because that possibility already existed — and during the second world war , and in the very difficult years of the cold war , and , of course , september 11 . ”	en
doc130	4	8	Speaking via video link at the open government conference in London , Mr. Kerry said: “There is no doubt that the President and I, as well as other members of the government actually took some things happening on autopilot, because that possibility already existed — during the Second World War, in the very difficult years of the Cold War, and, of course, on September 11.”	s3-en
doc130	4	8	Speaking via video likn on the open government conference in London , mr. Kerry said : “ Without a doubt that the president and I , as well as other members of the government actually took some things on autopilot , because that possibility already existed — during the World War 2 , the very difficult years of the Cold War  and  september 11 . ”	s4-en
doc130	4	6	speaking via video link at an open government conference in london , mr kerry said : “ there is no doubt that the president and i , as well as other members of the government actually took some things happening on autopilot , because that possibility already existed — and during the second world war , and in the very difficult years of the cold war , and , of course , september 11th . ”	s5-en
doc130	4	8	speaking via video link on an open government conference in london , Mr. kerry said : “ there is no doubt that the president and I, as well as other members of the government actually analyzed some things happening on autopilot , because that possibility already existed — during the second world war , in the very difficult years of the cold war , and , of course , september 11 . ”	s6-en
doc130	4	12	Speaking via video link in an open government conference in London, Mr. Kerry said : “ There is no doubt that the president and I, as well as other members of the government, actually handled some events on autopilot, because that possibility already existed — as it did during the second World War, and in the very difficult years of the Cold War, and of course, September 11 . ”	s1-en
doc130	4	8	During his speech via video call at the open government conference in London, Mr. kerry said: “ There is no doubt that the president and I, as well as other members of the government, actually took some things that were happening on autopilot, because such possibility already existed — during the second world war, and in the very difficult years of the cold war, and ,of course, on September 11.”	s2-en
doc130	4	8	Speaking via video link on open government conference in london, mr kerry said: "there is no doubt that the president and I, as well as other members of the government actually took some things happening on autopilot, because that possibility already existed — and during the second world war, and in the very difficult years of the cold war, and, of course, september 11."	s0-en
		----		
		----		
		----		
doc130	5	----	Затем он стал первым высокопоставленным членом правительства США , признавшим , что шпионаж США зашел слишком далеко , но подчеркнул , что ничьи права не были нарушены .	
doc130	5	----	He then became the first high-ranking member of the U.S government to admit that US spying had crossed the line, but emphasised that no one's rights had been abused.	
		----		
doc130	5	10	Then he became the first senior member of the government of the United States to recognize that the US espionage has gone too far, but stressed that no individual rights were violated.	s2-en
doc130	5	10	Then he became the first senior member of the government of the United States to recognize that American espionage has gone too far, but stressed that no individual rights were violated .	s1-en
doc130	5	10	then he became the first senior member of the government of the united states to recognize that the us espionage has gone too far , but stressed that individual rights were not violated .	en
doc130	5	10	Then he became the first senior member of the government of the United States to recognize that the US espionage has gone too far but stressed that individual rights were not violated.	s3-en
doc130	5	10	Then he became the first senior member of the government of the United States to recognize that the US espionage has gone too far, but stressed that individual rights were not violated.	s0-en
doc130	5	10	Then he became the first senior member of the government of the United States who recognized  that the spying in the US  has gone too far , but noted that individual rights were not violated .	s4-en
doc130	5	10	then he became the first senior member of the government of the united states to recognize that the us espionage has gone too far , but stressed that individual rights were not violated .	s5-en
doc130	5	8	then he became the first senior member of the government of the united states who recognized that the us espionage has gone too far , but stressed that individual rights were not violated .	s6-en
		----		
		----		
		----		
doc130	6	----	Он сказал : « В некоторых случаях это зашло неподобающе далеко .	
doc130	6	----	He said: "In some cases, it has reached too far inappropriately."	
		----		
doc130	6	8	He said: “In some cases it has gone too far.	s2-en
doc130	6	8	He said : “In some cases this has gonr too far."	s1-en
doc130	6	4	he said : “ in some cases this has come far неподобающе__nepodobayushche .	en
doc130	6	4	He said: "in some cases this has come far nepodobayushche.	s0-en
doc130	6	6	He said : “ In some cases it was unacceptable."	s4-en
doc130	6	8	he said, “ in some cases it has gone too far .	s5-en
doc130	6	4	he said : “ in some cases this has come way too far.	s6-en
doc130	6	8	He said: “In some cases this has gone too far.	s3-en
		----		
		----		
		----		
doc130	7	----	И президент полон решимости пролить свет на данный вопрос и объясниться перед людьми , и сейчас проводит тщательный анализ для того , чтобы ни у кого не было ощущения злоупотреблений .	
doc130	7	----	And the President is determined to try to clarify and make clear for people and is now doing a thorough review in order that nobody will have the sense of abuse.	
		----		
doc130	7	8	And the president is determined to shed light on this question and explain to people, and now conducts a thorough analysis to ensure that no one has the feeling of abuse.	s0-en
doc130	7	10	And the president is determined to shed light on this question and make a statement to people, and now he conducts a thorough analysis to ensure that no one feels abused.	s3-en
doc130	7	10	and the president is determined to shed light on this question and explain it to people , and now is now conducting a thorough analysis to ensure that no one feels abused .	s5-en
doc130	7	8	and the president is determined to shed light on the current question and explain to the people , and now conducts a thorough analysis to ensure that no one has the feeling of abuse .	s6-en
doc130	7	8	And the president is determined to shed the light on this question and explain to people. And now conducts a thorough analysis to ensure that no one has the feeling of abuse .	s4-en
doc130	7	8	and the president is determined to shed light on this question and explain to people , and now conducts a thorough analysis to ensure that no one has the feeling of abuse .	en
doc130	7	12	And the president is determined to shed light on this issue and explain everything to the people. Now he is conducting a thorough analysis to ensure that no one feels like he or she was abused.	s2-en
doc130	7	8	The president is determined to shed light on this question and to explain, and is now conducting a thorough analysis to ensure that no one has felt abused.	s1-en
		----		
		----		
		----		
doc130	8	----	Уверяю вас , злоупотреблений в отношении невинных людей в этом процессе нет » .	
doc130	8	----	I assure you innocent people are not being abused in this process.	
		----		
doc130	8	10	I assure you, the abuse of innocent people is not present in this process. "	s0-en
doc130	8	10	i assure you , the abuse of innocent people is not present in this process . ”	en
doc130	8	10	I assure you , the abuse of innocent people is not present in this process . ”	s4-en
doc130	8	10	"I assure you, the abuse of innocent people is not present in this process.”	s1-en
doc130	8	10	I assure you  that innocent people are not being abused in this process.”	s3-en
doc130	8	10	i assure you , the abuse of innocent people is not present in this process . ”	s6-en
doc130	8	10	I assure you that this process does not include any abuse of innocent people.”	s2-en
doc130	8	6	i assure you , the abuse of innocent people is not current practice. ”	s5-en
		----		
		----		
		----		
doc130	9	----	Г-н Керри настаивал , однако , что АНБ действовало из добрых побуждений и что его операции слежения спасли много жизней .	
doc130	9	----	Mr Kerry insisted, however, that the NSA was a force for good and that its surveillance operations had saved many lives.	
		----		
doc130	9	10	Mr. Kerry insisted, however, that the NSA acted out of good intentions and that its tracking operations saved many lives.	s2-en
doc130	9	10	mr kerry insisted , however , that the nsa acted out of good intentions and that its tracking operation saved many lives .	en
doc130	9	12	Mr. Kerry insisted, however, that the NSA acted with good intentions and that its tracking operation saved many lives .	s1-en
doc130	9	10	Mr. Kerry insisted, however, that the NSA acted out of good intentions and that its surveillance operation saved many lives.	s3-en
doc130	9	10	Mr Kerry insisted, however, that the NSA acted out of good intentions and that its tracking operation saved many lives.	s0-en
doc130	9	10	However, Mr. kerry insisted  that the nsa acted out of good intentions and that its tracking operation saved many lives .	s4-en
doc130	9	10	mr kerry insisted , however , that the nsa acted out of good intentions and that its tracking operation saved many lives .	s6-en
doc130	9	10	mr kerry insisted , however , that the nsa acted out of good intentions and that its tracking operations have saved many lives .	s5-en
		----		
		----		
		----		
doc130	10	----	Он добавил : « Мы работаем в новом мире , где люди готовы взрывать себя .	
doc130	10	----	He added: "We're dealing in a new world where people are willing to blow themselves up."	
		----		
doc130	10	8	He added: “We work in a new world where people are ready to blow up themselves.	s2-en
doc130	10	6	he added : “ we are working a new world where people are ready to blow up themselves .	s6-en
doc130	10	12	He added , “We work in a new world where people are ready to blow themselves up.	s3-en
doc130	10	10	He added: "we are in a new world where people are ready to blow themselves up.	s0-en
doc130	10	12	"We are in a new world where people are ready to blow up themselves," he said.	s1-en
doc130	10	10	He added : “ We are in a new world where people are ready to blow up themselfs .	s4-en
doc130	10	4	he added : “ we are in a new world where people are ready to blow up himself .	en
doc130	10	10	he added : “ we are in a new world where people are ready to blow themselves up .	s5-en
		----		
		----		
		----		
doc130	11	----	В мире существует радикальный экстремизм , безрассудный и полный решимости убивать людей , взрывать людей и нападать на правительства .	
doc130	11	----	There is radical extremism in the world that is hell-bent and determined to try to kill people and blow people up and attack governments.	
		----		
doc130	11	8	There is radical extremism in the world senseless and determined to kill people, blow up people, and attack the government .	s3-en
doc130	11	8	in the world there are radical extremism , careless and determined to kill people , blowing up people and attacking the government .	s6-en
doc130	11	6	Radical extremism  in the world with not have any petty  determined to kill and blow up people, and attack the government .	s4-en
doc130	11	4	in the world there are radical extremism , безрассудный__bezrassudnyy and determined to kill people , blowing up people and attacking the government .	en
doc130	11	4	in the world there is radical extremism , безрассудный__bezrassudnyy and determined to kill people , blowing up people and attack the government .	s5-en
doc130	11	4	In the world there is radical extremism, безрассудный__bezrassudnyy and determined to kill people , blowing up people and attacking the government .	s1-en
doc130	11	10	In the world there exists radical extremism, thoughtless and full of determination to kill people, blow them up and attack governments.	s2-en
doc130	11	4	In the world there are radical extremism, bezrassudnyy and determined to kill people, blowing up people and attacking the government.	s0-en
		----		
		----		
		----		
doc130	12	----	А если бы вы были в состоянии перехватывать это , останавливать это прежде , чем оно произойдет ?	
doc130	12	----	So what if you were able to intercept that and stop it before it happens?	
		----		
doc130	12	10	What if you were able to intercept it  and stop it before it happens ?	s4-en
doc130	12	10	And if you were able to intercept it, stop it before it happens?	s0-en
doc130	12	8	and if you were able to intercept it , stop it before it happens ?	s6-en
doc130	12	8	and if you were able to intercept it , stop it before it happens ?	en
doc130	12	8	and if you were able to intercept it , stop it before it happens ?	s5-en
doc130	12	10	What if you were able to intercept it, and stop it before it happens ?	s1-en
doc130	12	10	And what if you were able to intercept it, stop it before it happens?	s2-en
doc130	12	12	What if you were able to intercept it and stop it before it happens?	s3-en
		----		
		----		
		----		
doc130	13	----	Мы на самом деле предотвращали крушения самолетов , взрывы зданий и убийства людей , потому что мы смогли узнать об этих планах заранее » .	
doc130	13	----	We have actually prevented airplanes from going down, buildings from being blown up, and people from being assassinated because we've been able to learn ahead of time of the plans.	
		----		
doc130	13	8	we actually prevented crashing planes , explosions of buildings and killing people because we were able to learn more about these plans in advance . ”	s6-en
doc130	13	8	We actually prevent crashing planes, explosions of buildings and killing people because we were able to learn more about these plans in advance. "	s0-en
doc130	13	8	we actually prevent crashing planes , explosions of buildings and killing people because we were able to learn more about these plans in advance . ”	en
doc130	13	8	We actually prevent planes from crashing, buildings from exploding, and people from killing because we were able to learn more about these plans in advance. ”	s1-en
doc130	13	8	We actually prevented planes crashes, explosions of buildings and killing people because we were able to learn more about these plans in advance ”	s3-en
doc130	13	10	We actually did prevent plane crashes, building explosions and murders because we were able to learn more about those plans in advance.”	s2-en
doc130	13	10	we actually prevent crashing planes , explosions of buildings and killings of people because we were able to learn more about these plans in advance . ”	s5-en
doc130	13	8	Actually, we prevented planes crashes , explosions of buildings and killing people because we knew about these plans in advance . ”	s4-en
		----		
		----		
		----		
doc130	14	----	Между тем американские законодатели направятся в Европу , чтобы помочь разрешить вопросы , связанные с предполагаемым шпионажем США за рубежом и убедить европейцев в необходимости продолжать совместные антитеррористические мероприятия с США , сказал председатель подкомитета Сената по европейским делам в четверг .	
doc130	14	----	Meanwhile, U.S. lawmakers will head to Europe to help address concerns abroad about alleged U.S. spying and convince the Europeans of the need to continue joint anti-terrorism efforts with the U.S., the chairman of a Senate subcommittee on European affairs said on Thursday.	
		----		
doc130	14	8	meanwhile , u.s. lawmakers направятся__napravyatsya in europe to help resolve issues associated with the alleged u.s. espionage abroad and to convince europeans of the need to continue joint anti-terrorism measures with the united states , said the chairman of the senate subcommittee on european affairs on thursday .	s5-en
doc130	14	10	meanwhile , u.s. lawmakers will go to Europe to help resolve issues associated with the alleged u.s. espionage abroad and to convince Europeans of the need to continue joint anti-terrorism measures with the united states , said the chairman of the senate subcommittee on European affairs on Thursday .	s6-en
doc130	14	10	Meanwhile , US lawmakers  will go to Europe to help resolve issues associated with the alleged US spying in abroad; and to convince europeans of the need to continue joint anti-terrorism measures with the united states , said the chairman of the senate subcommittee on european affairs on thursday .	s4-en
doc130	14	8	Meanwhile, U.S. lawmakers napravyatsya in Europe to help resolve issues associated with the alleged U.S. espionage abroad and to convince Europeans of the need to continue joint anti-terrorism measures with the United States, said the chairman of the senate subcommittee on European affairs on Thursday.	s0-en
doc130	14	8	meanwhile , u.s. lawmakers направятся__napravyatsya in europe to help resolve issues associated with the alleged u.s. espionage abroad and to convince europeans of the need to continue joint anti-terrorism measures with the united states , said the chairman of the senate subcommittee on european affairs on thursday .	en
doc130	14	10	Meanwhile, US lawmakers will go to Europe to help resolve issues associated with the alleged US espionage abroad and to convince Europeans of the need to continue joint anti-terrorism measures with the United States, said the chairman of the Senate Subcommittee on European Affairs on Thursday .	s3-en
doc130	14	10	Meanwhile, US lawmakers will go to Europe to help resolve issues associated with the alleged American espionage abroad and convince Europeans of the need to continue joint anti-terrorism measures with the United States, Chairman of the Senate European Affairs Subcommittee said Thursday .	s2-en
doc130	14	6	Meanwhile , U.S. lawmakers convened in Europe to help resolve issues associated with the alleged U.S. espionage abroad and to convince Europeans of the need to continue joint anti-terrorism measures with the United States, said the Chairman of the Senate Subcommittee on European Affairs on Thursday .	s1-en
		----		
		----		
		----		
doc130	15	----	Сенатор от штата Коннектикут Крис Мерфи сказал , что беседовал с членами Европейского парламента и другими лицами на этой неделе и обеспокоен их угрозами прекратить участие в антитеррористических организациях из-за разочарования в связи со слежкой , проводимой Агентством национальной безопасности .	
doc130	15	----	Senator Chris Murphy of Connecticut said he spoke with European Parliament members and others this week and is concerned about their threats to stop participating in anti-terrorist organizations because of frustration over surveillance by the National Security Agency.	
		----		
doc130	15	4	the senator from connecticut , chris murphy said he talked with members of the european parliament , and the other parties on this week and is concerned about their threats to suspend participation in the anti-terrorist organizations because of disappointment in connection with the persecution of the national security agency .	en
doc130	15	4	The senator from connecticut , Chris Murphy said he talked with members of the european parliament , and the other parties this week and is concerned about their threats to suspend participation in the anti-terrorist organizations because of disappointment in connection with the persecution of the national security agency .	s6-en
doc130	15	8	The Senator from Connecticut, Chris Murphy said he talked with members of the European Parliament and the other parties this week and is concerned about their threats to suspend participation in the anti-terrorist organizations because of disappointment in connection with the surveillance carried out by the National Security Agency .	s3-en
doc130	15	4	The senator from Connecticut, Chris Murphy said he talked with members of the European parliament, and the other parties on this week and is concerned about their threats to suspend participation in the anti-terrorist organizations because of disappointment in connection with the persecution of the national security agency.	s0-en
doc130	15	10	Connecticut Senator Chris Murphy said that he had talked to the members of the European Parliament and other parties that week and was concerned about their threats to suspend participation in the anti-terrorist organizations because of disappointment in connection with the espionage by the National Security Agency .	s2-en
doc130	15	4	The senator from connecticut , chris murphy said that this weeek he talked with members of the european parliament  and the other parties. He said that he is concerned about their threats to suspend participation in the anti-terrorist organizations because of disappointment in connection with the persecution of the national security agency .	s4-en
doc130	15	4	Senator Chris Murphy from Connecticut said he talked with members of the European Parliament and other parties this week, and is concerned about their threats to suspend participation in the anti-terrorist organizations because of disappointment in connection with the persecution of the National Security Agency .	s1-en
doc130	15	6	senator from connecticut , chris murphy said he talked with members of the european parliament , and the other parties on this week and is concerned about their threats to suspend participation in the anti-terrorist organizations because of disappointment in connection with the actions of the national security agency .	s5-en
		----		
		----		
		----		
doc130	16	----	« Для интересов национальной безопасности США действительно важно , чтобы европейцы оставались нашими сторонниками в отношении наших общих антитеррористических усилий , — сказал демократ Мерфи , работающий в должности первый срок и являющийся председателем подкомитета международных отношений Сената по европейским делам , в интервью из Вашингтона .	
doc130	16	----	"It's really important for U.S. national security interests for Europeans to stay on board with us with respect to our mutual anti-terrorism endeavors," Murphy, a first-term Democrat and chairman of the Senate Foreign Relations Subcommittee on European Affairs, said in an interview from Washington.	
		----		
doc130	16	6	“ it is very important for US national security that europeans remain our supporters in respect to our joint counter-terrorism efforts , ” said democrat murphy ,currently serving his first term and serving as the chairman of the international relations of the senate subcommittee on european affairs , in an interview from washington .	s5-en
doc130	16	4	“ for u.s national security interests it is really important that the Europeans remain our supporters in respect of our joint counter-terrorism efforts , ” said democrat Murphy , who works in the position of first term and is the chairman of the international relations of the senate subcommittee on European affairs , in an interview from Washington .	s6-en
doc130	16	4	“ for us national security interests are really important to europeans remained our supporters in respect of our joint counter-terrorism efforts , ” said democrat murphy , working in the position of first term and is the chairman of the international relations of the senate subcommittee on european affairs , in an interview from washington .	en
doc130	16	8	“For US national security interests it is really important that Europeans remain our supporters in respect of our joint counter-terrorism efforts,” said democrat Murphy, first year in his position, chairman of the Senate International Relations European Affairs Subcommittee, in an interview from Washington .	s2-en
doc130	16	2	I an interview fro, Washington “ For us national security interests it is really important that europeans remain on our side in respect of our joint counter-terrorism efforts , ” said democrat Murphy ,the chairman of the international relations of the senate subcommittee on european affairs , positipning the first term.	s4-en
doc130	16	4	“ National security interests are really important to Europeans, who have remained our supporters in respect for our joint counter-terrorism efforts, ” said Democrat Murphy, who is in his first term as the Chairman of the International Relations of the Senate Subcommittee on European Affairs, in an interview from Washington .	s1-en
doc130	16	8	“For US national security interests it is really really important that Europeans remained our supporters in respect of our joint counter-terrorism efforts,” said democrat Murphy in an interview from Washington, the Chairman of the International Relations of the Senate Subcommittee on European Affairs, working in the position his first term.	s3-en
doc130	16	4	"For us national security interests are really important to europeans remained our supporters in respect of our joint counter-terrorism efforts," said democrat Murphy, working in the position of first term and is the chairman of the international relations of the senate subcommittee on european affairs, in an interview from Washington.	s0-en
		----		
		----		
		----		
doc130	17	----	— И я еду в Европу , чтобы дать им понять , что мы должны продолжать сотрудничать в области борьбы с терроризмом , несмотря на их гнев по поводу этих программ АНБ » .	
doc130	17	----	And I'm going to Europe to make it clear to them that we need to continue to work together in combatting terrorism, notwithstanding their anger over these NSA programs.	
		----		
doc130	17	6	“ and i am going to europe , to give them to understand that we must continue to cooperate in the fight against terrorism , despite their anger over these nsa programs . ”	en
doc130	17	8	"And i am going to europe, to get them to understand that we must continue to cooperate in the fight against terrorism, despite their anger over these nsa programs."	s0-en
doc130	17	10	“So I am going to Europe, to help them understand that we must continue to cooperate in the fight against terrorism, despite their anger over these NSA programs . ”	s1-en
doc130	17	8	“ and i am going to europe , to get them to understand that we must continue to cooperate in the fight against terrorism , despite their anger over these nsa programs . ”	s5-en
doc130	17	8	“And I am going to Europe to make them understand that we must continue to cooperate in the fight against terrorism, despite their anger over these NSA programs.”	s3-en
doc130	17	8	“And i am going to Europe to make them understand that we must continue to fight against terrorism together, despite their anger over these NSA programs.”	s2-en
doc130	17	6	“ and i am going to europe , to give them an understanding that we must continue to cooperate in the fight against terrorism , despite their anger over these nsa programs . ”	s6-en
doc130	17	8	“ And i am going to Europe , to make them understand that we must continue to cooperate against terrorism , despite their anger over these nsa programs . ”	s4-en
		----		
		----		
		----		
doc130	18	----	Новости о том , что АНБ собрало миллионы записей телефонных разговоров в Европе , ухудшили отношения с некоторыми союзниками США , хотя глава агентства заявил на этой неделе , что они были неточными и отражали непонимание метаданных , которые собирали союзники по НАТО и которыми они делились с США .	
doc130	18	----	News reports that the NSA swept up millions of phone records in Europe have frayed relations with some U.S. allies, though the agency's chief said this week that they were inaccurate and reflected a misunderstanding of metadata that Nato allies collected and shared with the United States.	
		----		
doc130	18	4	news that the nsa collected millions of records of telephone calls in europe worsen relations with some allies of the us , although the head of the agency said this week that they were inaccurate and reflected a misunderstanding that collected metadata nato allies and which they shared with the united states .	en
doc130	18	8	News that the NSA collected millions of records of telephone calls in Europe worsened relations with some US allies, although the head of the agency said this week that they were inaccurate and reflected a misunderstanding regarding collected metadata that NATO allies collected and which they shared with the United States.	s3-en
doc130	18	6	news that the nsa collected millions of records of telephone calls in europe worsened relations with the us and some of its allies , although the head of the agency said this week that they were inaccurate and reflected a misunderstanding that collected meta-data nato allies and which they shared with the united states .	s5-en
doc130	18	6	news that the nsa collected millions of records of telephone calls in Europe worsened relations with some allies of the us , although the head of the agency said this week that they were inaccurate and reflected a misunderstanding that collected metadata nato allies and which they shared with the united states .	s6-en
doc130	18	8	News that the NSA collected millions of records of telephone calls in Europe has worsened relations with some allies of the US, although the head of the agency said this week that this was inaccurate and reflected a misunderstanding on collected metadata of NATO allies, which they shared with the United States .	s1-en
doc130	18	6	News that the nsa collected millions of records of telephone calls from Europe worsen relations with some US allies , although the head of the agency said this week that they were inaccurate; and reflected a misunderstanding that collected metadata nato allies and which they shared with the united states .	s4-en
doc130	18	8	News that the NSA collected millions of records of telephone calls in Europe worsen the relations with some US allies, although the head of the agency said this week that the news were inaccurate and reflected a misunderstanding of the metadata collected by NATO allies and shared with the United States.	s2-en
doc130	18	4	News that the NSA collected millions of records of telephone calls in europe worsen relations with some allies of the us, although the head of the agency said this week that they were inaccurate and reflected a misunderstanding that collected metadata on NATO allies and which they shared with the united states.	s0-en
		----		
		----		
		----		
doc130	19	----	В других разоблачениях приводились обнародованные Сноуденом документы , свидетельствующие о том , что АНБ осуществляло мониторинг мобильного телефона канцлера Германии Ангелы Меркель , а также телефонов примерно 34 других мировых лидеров .	
doc130	19	----	Other revelations cited documents leaked by Snowden that the NSA monitored German Chancellor Angela Merkel's cellphone and those of up to 34 other world leaders.	
		----		
